,name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level,prob_not_leaving,prob_leaving
11490,CAPLINGER,0.64,0.87,4,157,7,0,0,0,marketing,low,1,0.9,0.1
11005,MCCAY,0.19,0.83,5,280,4,0,0,0,RandD,low,1,0.9,0.1
4339,LAVENDER,0.73,0.85,5,224,4,0,0,0,IT,low,1,0.9,0.1
6836,PASS,0.67,0.81,5,175,6,1,0,0,technical,medium,2,0.9,0.1
10972,DUPLESSIS,0.89,0.74,5,260,6,0,0,0,technical,medium,2,0.9,0.1
10971,JARBOE,0.8,0.8,4,263,4,0,0,0,support,medium,2,0.9,0.1
4278,KOZAK,0.83,0.88,3,217,2,1,0,0,support,high,3,0.9,0.1
6868,LEPORE,0.51,0.74,3,271,4,0,0,0,RandD,medium,2,0.9,0.1
6468,DEANGELO,0.41,0.96,5,167,3,1,0,0,technical,low,1,0.9,0.1
11613,HATT,0.56,0.85,3,265,10,1,0,0,management,low,1,0.9,0.1
10958,MANNO,0.88,0.72,5,244,2,0,0,0,technical,low,1,0.9,0.1
11605,RAILEY,0.89,0.96,3,179,8,0,0,0,management,high,3,0.9,0.1
11603,DUMOND,0.69,0.86,5,195,6,0,0,0,management,high,3,0.9,0.1
4929,LEAKE,0.55,0.82,4,134,6,0,0,0,technical,medium,2,0.9,0.1
6860,HALBERT,0.13,0.93,4,253,5,1,0,0,product_mng,low,1,0.9,0.1
10965,REYNAGA,0.66,0.89,4,169,4,0,0,0,support,low,1,0.9,0.1
9309,MOWER,0.5,0.74,3,155,3,0,0,0,RandD,medium,2,0.9,0.1
4923,FURLONG,0.77,0.88,2,169,3,0,0,0,technical,medium,2,0.9,0.1
4231,MILBURN,0.13,0.72,4,148,5,0,0,0,hr,medium,2,0.9,0.1
6852,LAO,0.53,0.77,2,271,2,0,0,0,technical,low,1,0.9,0.1
8074,REINHOLD,0.26,0.98,5,161,5,0,0,0,IT,medium,2,0.9,0.1
11581,MARCELLO,0.57,0.93,2,204,10,0,0,0,accounting,low,1,0.9,0.1
2198,BECKMAN,0.55,0.99,4,248,3,0,0,0,IT,low,1,0.9,0.1
10257,ZIEMBA,0.64,0.96,3,274,3,0,0,0,accounting,low,1,0.9,0.1
2188,YI,0.18,0.8,2,110,5,0,0,0,support,low,1,0.9,0.1
11567,WEATHERBY,0.61,0.82,4,184,8,0,0,0,IT,low,1,0.9,0.1
11565,HAYHURST,0.96,0.97,6,137,10,0,0,0,sales,low,1,0.9,0.1
4269,DELUNA,0.21,0.72,3,245,6,0,0,0,IT,high,3,0.9,0.1
11559,LAUBACH,0.74,0.78,4,194,8,0,0,0,sales,medium,2,0.9,0.1
4272,EAVES,0.54,0.81,5,261,6,0,0,0,RandD,medium,2,0.9,0.1
11558,MACIEJEWSKI,0.72,0.92,3,242,8,0,0,0,sales,medium,2,0.9,0.1
9319,GRABLE,0.89,0.96,5,260,3,0,0,0,sales,low,1,0.9,0.1
4887,WOOLLEY,0.65,0.88,4,268,4,0,0,0,support,medium,2,0.9,0.1
4348,SLEDGE,0.78,0.92,5,242,4,0,0,0,RandD,medium,2,0.9,0.1
5782,JOSHI,0.85,0.77,5,263,3,0,0,0,support,medium,2,0.9,0.1
4470,TILLER,0.52,0.72,2,160,2,0,0,0,technical,high,3,0.9,0.1
4425,BUCHER,0.37,0.9,3,229,6,0,0,0,RandD,medium,2,0.9,0.1
14105,BELIN,0.82,0.76,4,266,3,0,0,1,management,high,3,0.9,0.1
6741,SUMMERLIN,0.23,0.9,5,234,3,1,0,0,sales,low,1,0.9,0.1
11394,BORMAN,0.14,0.79,5,271,4,0,0,0,management,high,3,0.9,0.1
11393,DEEMER,0.33,0.97,5,130,4,0,0,0,management,high,3,0.9,0.1
5762,LEES,0.79,0.9,5,212,5,0,0,0,technical,low,1,0.9,0.1
4450,HAZEN,0.68,1.0,3,148,4,1,0,0,sales,low,1,0.9,0.1
8226,DIORIO,0.86,0.92,5,137,3,0,0,0,technical,medium,2,0.9,0.1
14116,HOLDSWORTH,0.21,0.85,6,285,7,0,0,0,sales,medium,2,0.9,0.1
9415,GUAY,0.25,0.76,6,182,3,0,0,0,accounting,low,1,0.9,0.1
14121,GILLS,0.37,0.92,4,211,7,0,0,0,sales,high,3,0.9,0.1
5774,HSIEH,0.95,0.78,5,246,3,0,0,0,support,low,1,0.9,0.1
14126,WHELCHEL,0.94,0.99,2,157,3,0,0,0,sales,medium,2,0.9,0.1
9361,PASLEY,0.66,0.84,3,170,4,0,0,0,support,low,1,0.9,0.1
4473,RUDY,0.28,0.83,5,279,4,0,0,0,technical,medium,2,0.9,0.1
6522,VANEGAS,0.74,0.93,5,140,3,0,0,0,technical,medium,2,0.9,0.1
6713,WELTON,0.83,0.86,3,179,2,0,0,0,RandD,medium,2,0.9,0.1
14127,TRAMEL,0.37,0.72,3,183,2,0,0,0,sales,low,1,0.9,0.1
11056,TWITCHELL,0.15,0.91,5,230,3,0,0,0,support,medium,2,0.9,0.1
14128,MORITA,0.92,0.85,3,151,6,1,0,0,sales,low,1,0.9,0.1
6707,JEANBAPTISTE,0.4,0.98,4,154,3,0,0,0,product_mng,low,1,0.9,0.1
11346,BRUCK,0.98,0.7,3,153,10,0,0,0,management,high,3,0.9,0.1
6704,BARRINGTON,0.51,0.99,3,233,4,0,0,0,IT,low,1,0.9,0.1
10183,OLIVIERI,0.83,0.91,3,196,4,0,0,0,hr,low,1,0.9,0.1
11333,LOUGHRAN,0.49,0.94,3,144,3,1,0,0,technical,medium,2,0.9,0.1
6698,KWOK,0.42,0.91,2,176,3,0,0,0,technical,low,1,0.9,0.1
11400,ROEHL,0.15,0.75,3,150,4,0,0,1,accounting,medium,2,0.9,0.1
11406,KNOPF,0.82,0.71,2,209,5,0,0,1,marketing,medium,2,0.9,0.1
10167,FLORIAN,0.2,0.83,4,258,4,0,0,0,sales,high,3,0.9,0.1
6746,WAN,0.85,0.97,4,104,5,0,0,0,accounting,low,1,0.9,0.1
4351,FORTIER,0.83,0.8,4,158,4,0,0,0,marketing,medium,2,0.9,0.1
8093,HINE,0.78,0.77,2,177,4,0,0,0,support,low,1,0.9,0.1
6785,LIDDELL,0.64,0.94,3,148,2,0,0,0,product_mng,medium,2,0.9,0.1
11463,SLOVER,0.8,0.7,4,246,3,0,0,1,marketing,low,1,0.9,0.1
8096,STROMAN,0.96,1.0,3,137,4,1,0,0,marketing,low,1,0.9,0.1
11460,SCHOOLCRAFT,0.59,0.84,4,251,4,1,0,1,management,low,1,0.9,0.1
11012,SAYER,0.95,0.74,5,243,6,0,0,0,management,medium,2,0.9,0.1
11456,BORGER,0.19,0.8,6,157,6,1,0,0,sales,low,1,0.9,0.1
9370,RIDINGS,0.77,0.83,5,197,4,0,0,0,management,high,3,0.9,0.1
9611,CREEKMORE,1.0,0.84,3,227,3,0,0,0,IT,low,1,0.9,0.1
11016,CUSTODIO,0.62,0.79,4,268,6,0,0,0,sales,medium,2,0.9,0.1
9374,HAGANS,0.99,0.99,3,228,4,0,0,0,IT,low,1,0.9,0.1
5755,LUX,0.44,0.92,6,268,4,1,0,0,accounting,medium,2,0.9,0.1
14090,WESTBY,0.78,0.8,3,256,2,0,0,0,IT,medium,2,0.9,0.1
4870,HARTWELL,0.99,0.95,4,102,5,0,0,0,IT,low,1,0.9,0.1
6765,KINDRED,0.96,1.0,5,152,4,0,0,0,support,low,1,0.9,0.1
4867,ERDMAN,0.67,0.85,3,153,4,0,0,0,technical,low,1,0.9,0.1
11433,FEATHER,0.75,0.89,6,250,2,0,0,0,marketing,medium,2,0.9,0.1
11018,CHAPPEL,0.32,0.86,4,214,5,0,0,0,sales,medium,2,0.9,0.1
6500,CARRELL,0.4,0.87,5,250,4,0,0,0,sales,low,1,0.9,0.1
11426,ARECHIGA,0.77,0.98,3,286,6,0,0,0,management,high,3,0.9,0.1
4399,STEGALL,0.72,0.87,4,184,4,0,0,0,support,medium,2,0.9,0.1
11421,ADDY,0.81,0.74,2,228,3,0,0,0,management,high,3,0.9,0.1
2154,GRUBBS,0.38,0.94,5,252,5,0,0,0,sales,low,1,0.9,0.1
4412,MCCURRY,0.55,0.93,4,239,4,0,0,0,management,low,1,0.9,0.1
3639,SAXTON,0.71,0.77,2,255,3,0,0,0,support,medium,2,0.9,0.1
3730,LOY,0.79,0.78,3,101,2,1,0,0,product_mng,medium,2,0.9,0.1
13814,NISBET,0.69,0.86,5,195,6,0,0,0,management,high,3,0.9,0.1
13291,PORCHE,0.48,0.74,2,271,8,1,0,0,management,medium,2,0.9,0.1
3093,MOE,0.81,0.79,5,135,3,0,0,0,technical,low,1,0.9,0.1
10074,KEOWN,0.85,0.76,3,197,5,0,0,0,IT,medium,2,0.9,0.1
7868,MCABEE,0.33,0.72,2,173,2,0,0,0,marketing,low,1,0.9,0.1
13769,BURAS,0.72,0.92,3,242,8,0,0,0,sales,medium,2,0.9,0.1
13770,PERSSON,0.74,0.78,4,194,8,0,0,0,sales,medium,2,0.9,0.1
3111,OTOOLE,0.87,0.71,5,145,4,0,0,0,technical,medium,2,0.9,0.1
3112,JAIMES,0.25,0.83,3,257,5,1,0,0,technical,medium,2,0.9,0.1
13776,TOROK,0.96,0.97,6,137,10,0,0,0,sales,low,1,0.9,0.1
7564,CHATHAM,0.95,0.9,2,129,5,0,0,0,marketing,medium,2,0.9,0.1
13298,BALSER,0.55,0.86,4,169,6,0,0,0,IT,medium,2,0.9,0.1
13778,CORSI,0.61,0.82,4,184,8,0,0,0,IT,low,1,0.9,0.1
13293,GELMAN,0.74,0.73,3,156,8,0,0,0,management,medium,2,0.9,0.1
13290,STRECKER,0.73,0.84,3,216,8,0,0,0,management,medium,2,0.9,0.1
5954,DELAFUENTE,0.94,0.79,3,256,3,0,0,0,marketing,low,1,0.9,0.1
3128,HAMEL,0.12,0.93,6,257,6,1,0,0,RandD,low,1,0.9,0.1
13792,ESCARENO,0.57,0.93,2,204,10,0,0,0,accounting,low,1,0.9,0.1
7552,DANN,0.37,0.71,2,139,4,0,0,0,RandD,high,3,0.9,0.1
5415,KESLER,0.97,0.87,3,207,4,0,0,0,RandD,low,1,0.9,0.1
2538,SHANK,0.79,0.76,3,160,3,0,0,0,sales,low,1,0.9,0.1
3144,URBINA,0.5,0.75,5,255,3,0,0,0,sales,medium,2,0.9,0.1
2534,AUGUSTINE,0.62,0.87,5,149,3,0,0,0,sales,medium,2,0.9,0.1
8681,DELUCIA,0.22,0.98,4,185,3,0,0,0,support,low,1,0.9,0.1
8683,SLUSSER,0.23,0.96,4,213,4,0,0,0,technical,medium,2,0.9,0.1
8684,SCHOENFELD,0.85,0.79,4,138,2,0,0,0,technical,medium,2,0.9,0.1
13267,RAGO,0.15,0.91,5,230,3,0,0,0,support,medium,2,0.9,0.1
6112,GROSE,0.14,0.95,4,144,5,0,0,0,marketing,low,1,0.9,0.1
13323,DOCKTER,0.85,0.94,5,235,4,0,0,0,sales,low,1,0.9,0.1
3082,WITHERS,0.38,0.81,5,128,3,1,0,0,accounting,low,1,0.9,0.1
13118,LERMAN,0.18,0.9,4,282,4,0,0,0,product_mng,medium,2,0.9,0.1
2582,ELY,0.58,0.86,5,271,3,0,0,0,IT,low,1,0.9,0.1
7615,TEMPLIN,0.9,0.79,3,222,6,1,0,0,technical,medium,2,0.9,0.1
7614,ZUBER,0.87,0.75,3,258,3,0,0,0,technical,medium,2,0.9,0.1
5451,TERAN,0.81,0.99,5,202,4,0,0,0,hr,low,1,0.9,0.1
2590,BUENO,0.68,0.9,2,133,4,0,0,0,RandD,low,1,0.9,0.1
7610,COLMAN,0.49,0.83,2,185,6,0,0,0,support,medium,2,0.9,0.1
7608,RECINOS,0.3,0.85,2,203,3,0,0,0,support,medium,2,0.9,0.1
10070,GASSER,0.48,0.7,3,251,3,0,0,0,IT,low,1,0.9,0.1
7606,CASIANO,0.57,0.98,3,188,5,0,0,0,support,medium,2,0.9,0.1
3021,BRONSON,0.75,1.0,4,135,4,0,0,0,technical,low,1,0.9,0.1
13353,MANTZ,0.13,0.9,5,264,6,0,0,0,technical,high,3,0.9,0.1
2586,MAST,0.8,0.74,4,221,4,0,0,0,product_mng,low,1,0.9,0.1
5585,BAINES,0.86,0.77,5,230,2,0,0,0,sales,medium,2,0.9,0.1
6089,CORSON,0.87,0.81,5,236,3,0,0,0,technical,medium,2,0.9,0.1
7579,KASTNER,0.41,0.75,4,199,3,0,0,0,sales,low,1,0.9,0.1
2581,BACHMAN,0.63,0.96,5,152,3,0,0,0,IT,low,1,0.9,0.1
13344,JOZWIAK,0.62,0.84,3,270,6,0,0,0,hr,medium,2,0.9,0.1
5959,MILAN,0.61,0.71,3,216,4,0,0,0,management,medium,2,0.9,0.1
3038,BENAVIDEZ,0.12,0.78,6,260,5,0,0,0,management,medium,2,0.9,0.1
7587,GAETA,0.51,0.87,3,180,4,0,0,0,hr,low,1,0.9,0.1
8649,ZABALA,0.58,0.88,5,178,4,0,0,0,sales,medium,2,0.9,0.1
13336,LETTS,0.54,0.83,4,201,8,1,0,0,sales,medium,2,0.9,0.1
10536,HEIMAN,0.61,0.88,5,134,4,0,0,0,technical,low,1,0.9,0.1
8657,MAGER,0.83,0.98,5,187,4,0,0,0,hr,medium,2,0.9,0.1
3072,BETHEA,0.15,0.85,3,199,2,0,0,0,sales,medium,2,0.9,0.1
3074,NEEDHAM,0.21,0.81,4,144,4,0,0,0,sales,medium,2,0.9,0.1
3079,NOE,0.82,0.97,3,244,5,0,0,0,sales,medium,2,0.9,0.1
7535,DETWEILER,0.45,0.76,4,143,2,1,0,0,support,medium,2,0.9,0.1
8692,GOODNIGHT,0.95,0.75,3,247,2,0,0,0,product_mng,medium,2,0.9,0.1
5945,CASTOR,0.37,0.74,5,117,3,0,0,0,product_mng,medium,2,0.9,0.1
10591,TRUESDELL,0.98,0.79,5,257,4,0,0,0,technical,medium,2,0.9,0.1
3234,CULBERTSON,0.84,0.79,6,140,2,0,0,0,accounting,high,3,0.9,0.1
13182,LEVEY,0.8,0.8,4,263,4,0,0,0,support,medium,2,0.9,0.1
7903,CABELLO,0.6,0.85,2,226,2,1,0,0,technical,medium,2,0.9,0.1
3243,EVERHART,0.69,0.95,3,126,6,0,0,0,technical,low,1,0.9,0.1
13176,MATSUDA,0.66,0.89,4,169,4,0,0,0,support,low,1,0.9,0.1
2505,ELLSWORTH,0.9,0.89,5,249,3,1,0,0,IT,low,1,0.9,0.1
13169,KITT,0.88,0.72,5,244,2,0,0,0,technical,low,1,0.9,0.1
9932,BUMPUS,0.17,0.89,5,261,5,0,0,0,marketing,medium,2,0.9,0.1
10590,WHISNANT,0.56,0.83,3,236,3,1,0,0,technical,medium,2,0.9,0.1
3261,LOGSDON,1.0,0.87,4,129,5,0,0,0,support,medium,2,0.9,0.1
13830,WALMSLEY,0.57,0.91,4,224,10,0,0,0,sales,medium,2,0.9,0.1
13163,DERRICO,0.19,0.94,4,196,5,0,0,0,technical,low,1,0.9,0.1
2503,JARRELL,0.61,0.99,4,251,2,0,0,0,IT,low,1,0.9,0.1
7525,MCEACHERN,0.94,0.88,5,150,4,0,0,0,technical,medium,2,0.9,0.1
13149,CONIGLIO,0.85,0.98,5,222,3,0,0,1,sales,medium,2,0.9,0.1
3290,MENDENHALL,0.58,0.75,4,233,2,0,0,0,marketing,low,1,0.9,0.1
8758,FLEISCHMAN,0.9,0.88,5,256,4,0,0,0,support,medium,2,0.9,0.1
13141,HANKERSON,0.8,0.82,4,271,4,0,0,0,sales,low,1,0.9,0.1
8761,WHISENANT,0.12,0.95,3,236,3,0,0,0,technical,medium,2,0.9,0.1
3309,MULL,0.41,0.87,6,262,6,0,0,0,sales,high,3,0.9,0.1
13133,KNAUER,0.18,0.81,4,147,4,0,0,0,marketing,low,1,0.9,0.1
5344,DUFFEY,0.5,0.74,4,272,5,0,0,0,accounting,low,1,0.9,0.1
7446,HOLSTEIN,0.74,0.95,3,157,4,0,0,0,technical,medium,2,0.9,0.1
3316,AHRENS,0.68,0.89,3,241,3,0,0,0,hr,low,1,0.9,0.1
9915,THOMS,0.97,0.76,6,142,2,0,0,0,product_mng,low,1,0.9,0.1
2497,CHAU,0.85,0.78,4,106,2,0,0,0,technical,low,1,0.9,0.1
13183,HATHORN,0.89,0.74,5,260,6,0,0,0,technical,medium,2,0.9,0.1
8725,ACORD,0.24,0.81,4,217,5,0,0,0,sales,medium,2,0.9,0.1
5379,THERIOT,0.5,0.7,5,264,2,0,0,0,technical,low,1,0.9,0.1
6134,PIRTLE,0.65,0.79,4,196,2,0,0,0,accounting,medium,2,0.9,0.1
8695,GERKEN,0.85,0.99,5,176,4,0,0,0,product_mng,low,1,0.9,0.1
13800,BONER,0.78,0.8,3,135,7,0,0,0,sales,medium,2,0.9,0.1
7520,THOMA,0.91,0.74,6,253,2,0,0,0,technical,low,1,0.9,0.1
10079,COLLIN,0.64,0.86,4,143,2,0,0,0,support,medium,2,0.9,0.1
5398,MCGINTY,0.54,1.0,3,169,2,0,0,0,support,medium,2,0.9,0.1
8704,CHRISTEN,0.49,0.99,6,230,4,0,0,0,accounting,low,1,0.9,0.1
13229,VERDI,0.32,0.86,4,214,5,0,0,0,sales,medium,2,0.9,0.1
8392,LIPINSKI,0.58,0.94,5,274,3,0,0,0,RandD,medium,2,0.9,0.1
13227,CRINER,0.62,0.79,4,268,6,0,0,0,sales,medium,2,0.9,0.1
3195,FARROW,0.89,0.81,4,228,4,0,0,0,IT,high,3,0.9,0.1
5616,JAYNES,0.49,0.99,6,205,5,0,0,0,technical,high,3,0.9,0.1
5391,TSANG,0.83,0.9,3,102,4,0,0,0,support,medium,2,0.9,0.1
13223,DIDIER,0.95,0.74,5,243,6,0,0,0,management,medium,2,0.9,0.1
13816,ESCALONA,0.89,0.96,3,179,8,0,0,0,management,high,3,0.9,0.1
8389,ROEMER,0.66,0.85,6,165,5,0,0,0,product_mng,medium,2,0.9,0.1
8388,KERSHNER,0.59,0.79,3,217,4,0,0,0,product_mng,medium,2,0.9,0.1
13216,NEER,0.19,0.83,5,280,4,0,0,0,RandD,low,1,0.9,0.1
3213,VILLASENOR,0.98,0.88,5,232,3,0,0,0,marketing,low,1,0.9,0.1
7498,COUNTRYMAN,0.97,0.94,3,202,2,0,0,0,sales,medium,2,0.9,0.1
9948,MYHRE,0.8,0.8,4,229,4,0,0,0,sales,low,1,0.9,0.1
13204,DUNFEE,0.8,0.71,4,161,4,0,0,0,IT,low,1,0.9,0.1
13199,IVERS,0.32,0.86,4,266,4,0,0,0,RandD,low,1,0.9,0.1
3222,NEWKIRK,0.74,0.74,4,233,2,0,0,0,sales,medium,2,0.9,0.1
2512,HACKER,0.22,0.81,5,205,4,0,0,0,RandD,low,1,0.9,0.1
13824,VANDERVEEN,0.56,0.85,3,265,10,1,0,0,management,low,1,0.9,0.1
13377,GROGG,0.48,0.77,6,274,6,0,0,0,product_mng,medium,2,0.9,0.1
3010,ELLINGTON,0.62,0.89,3,153,3,1,0,0,hr,low,1,0.9,0.1
6075,EDWARD,0.78,0.74,6,251,4,0,0,0,technical,low,1,0.9,0.1
13529,RYMAN,0.75,0.94,5,194,4,0,0,0,technical,low,1,0.9,0.1
10029,LIZOTTE,0.85,0.77,3,146,4,0,0,0,accounting,low,1,0.9,0.1
7717,CROY,0.14,0.8,5,226,3,0,0,0,sales,medium,2,0.9,0.1
2791,DINH,0.14,0.9,4,198,4,0,0,0,technical,medium,2,0.9,0.1
10449,SIDHU,0.46,0.82,2,189,5,0,0,0,product_mng,low,1,0.9,0.1
5567,GEIST,0.51,0.78,5,225,4,0,0,0,RandD,low,1,0.9,0.1
13667,OBERHOLTZER,0.19,0.8,6,157,6,1,0,0,sales,low,1,0.9,0.1
13544,DRINKARD,0.49,0.94,3,144,3,1,0,0,technical,medium,2,0.9,0.1
13671,CRONAN,0.59,0.84,4,251,4,1,0,1,management,low,1,0.9,0.1
2808,BECKWITH,0.83,0.98,5,189,4,1,0,0,management,low,1,0.9,0.1
6028,PADDOCK,0.21,0.94,3,287,5,0,0,0,RandD,high,3,0.9,0.1
13531,LYDA,0.57,0.82,4,269,2,0,0,0,technical,medium,2,0.9,0.1
13530,PUSEY,0.78,0.77,3,244,2,0,0,0,technical,medium,2,0.9,0.1
13674,STEVE,0.8,0.7,4,246,3,0,0,1,marketing,low,1,0.9,0.1
7688,STEINBACH,0.51,0.9,5,193,4,0,0,0,support,medium,2,0.9,0.1
13517,HILLYARD,0.26,0.99,5,184,5,0,0,0,hr,low,1,0.9,0.1
7693,MALIN,0.69,0.82,3,262,5,1,0,0,IT,medium,2,0.9,0.1
13512,SCLAFANI,0.76,0.99,3,133,4,0,0,0,sales,low,1,0.9,0.1
2658,WILLINGHAM,0.76,0.98,2,111,2,0,0,0,IT,low,1,0.9,0.1
8459,BRANN,0.83,0.75,3,262,3,0,0,0,IT,medium,2,0.9,0.1
13510,CAVALIERE,0.77,0.75,6,246,6,0,0,0,sales,low,1,0.9,0.1
13507,DEMATTEO,0.69,0.73,4,257,10,1,0,0,sales,medium,2,0.9,0.1
13506,DIMMICK,0.53,0.79,3,221,10,1,0,0,sales,medium,2,0.9,0.1
13502,STRINGFIELD,0.62,0.91,3,251,10,0,0,0,sales,medium,2,0.9,0.1
2853,PONDER,0.55,0.81,4,267,5,0,0,0,accounting,low,1,0.9,0.1
13499,DREWRY,0.69,0.76,3,174,6,0,0,0,sales,medium,2,0.9,0.1
13497,NICOLOSI,0.76,0.82,4,170,6,0,0,0,sales,medium,2,0.9,0.1
2787,GREENFIELD,0.48,1.0,3,216,2,0,0,0,technical,low,1,0.9,0.1
13557,CHOICE,0.98,0.7,3,153,10,0,0,0,management,high,3,0.9,0.1
7722,DANDRIDGE,0.2,0.9,5,228,6,0,0,0,sales,medium,2,0.9,0.1
7793,UNG,0.89,0.73,3,274,2,0,0,0,sales,medium,2,0.9,0.1
2703,ADAM,0.76,0.93,3,271,5,0,0,0,hr,low,1,0.9,0.1
8490,ROMANS,0.89,0.87,2,270,6,1,0,0,sales,medium,2,0.9,0.1
2708,TUBBS,0.49,0.77,4,218,2,0,0,0,technical,low,1,0.9,0.1
13632,EWART,0.81,0.74,2,228,3,0,0,0,management,high,3,0.9,0.1
8492,MAURICE,0.26,0.91,6,113,2,0,0,0,sales,medium,2,0.9,0.1
8489,VAILLANCOURT,0.25,0.98,6,287,5,1,0,0,sales,low,1,0.9,0.1
7764,RABON,0.4,0.85,5,99,2,1,0,0,support,high,3,0.9,0.1
13617,SUTLIFF,0.82,0.71,2,209,5,0,0,1,marketing,medium,2,0.9,0.1
13644,MCATEER,0.75,0.89,6,250,2,0,0,0,marketing,medium,2,0.9,0.1
5988,JUDKINS,0.72,0.99,4,227,3,0,0,0,hr,high,3,0.9,0.1
13611,BLOHM,0.15,0.75,3,150,4,0,0,1,accounting,medium,2,0.9,0.1
2740,CARRINGTON,0.32,0.73,6,194,5,0,0,0,product_mng,low,1,0.9,0.1
10420,YON,0.89,0.99,4,274,4,0,0,0,technical,low,1,0.9,0.1
13605,KRISHNAN,0.14,0.79,5,271,4,0,0,0,management,high,3,0.9,0.1
13604,SNEDEKER,0.33,0.97,5,130,4,0,0,0,management,high,3,0.9,0.1
5545,LABELLE,0.21,0.92,2,211,2,0,0,0,support,medium,2,0.9,0.1
2748,BREAUX,0.2,0.74,6,148,4,0,0,0,marketing,low,1,0.9,0.1
10041,AUERBACH,0.82,0.82,5,267,2,0,0,0,technical,medium,2,0.9,0.1
6002,HUI,0.79,0.86,3,126,5,0,0,0,support,low,1,0.9,0.1
8513,SHACKLEFORD,0.3,0.98,2,109,4,1,0,0,technical,low,1,0.9,0.1
7741,KAPP,0.52,0.96,4,125,3,0,0,0,hr,low,1,0.9,0.1
5561,CHI,0.28,0.97,4,102,3,0,0,0,IT,high,3,0.9,0.1
10058,PETROSKY,0.84,0.75,2,168,2,0,0,0,technical,low,1,0.9,0.1
5978,BURGIN,0.56,0.83,5,275,2,0,0,0,sales,medium,2,0.9,0.1
5529,FUNDERBURK,0.86,0.77,3,152,3,0,0,1,hr,low,1,0.9,0.1
13492,BATTY,0.87,0.88,4,140,8,0,0,0,marketing,medium,2,0.9,0.1
13490,GARIBALDI,0.22,0.91,6,222,8,0,0,0,technical,low,1,0.9,0.1
3005,IRBY,0.54,0.74,3,185,4,0,0,0,sales,low,1,0.9,0.1
2612,WILLETT,0.14,1.0,5,174,5,0,0,0,sales,medium,2,0.9,0.1
13706,MCBURNEY,0.77,0.75,3,170,7,0,0,0,sales,low,1,0.9,0.1
10496,CLOW,0.57,1.0,3,241,4,0,0,0,technical,low,1,0.9,0.1
13429,LONGFELLOW,0.95,0.84,3,261,8,1,0,1,hr,medium,2,0.9,0.1
10497,ARNONE,0.74,0.93,6,225,4,0,0,0,technical,low,1,0.9,0.1
13707,DWIGHT,0.31,0.86,3,266,7,0,0,0,sales,low,1,0.9,0.1
2945,OREILLY,0.72,0.98,5,197,4,0,0,0,technical,low,1,0.9,0.1
2627,BELANGER,0.6,0.97,4,219,4,1,0,0,hr,low,1,0.9,0.1
7820,GRINER,0.12,0.84,4,218,6,0,0,0,technical,medium,2,0.9,0.1
2620,BARRIENTOS,0.55,0.72,5,232,4,0,0,0,sales,low,1,0.9,0.1
5969,SCANLAN,0.22,0.9,4,106,2,0,0,0,sales,medium,2,0.9,0.1
10397,CHAMP,0.81,0.84,4,173,4,0,0,0,sales,medium,2,0.9,0.1
8602,MCELWEE,0.26,0.7,5,214,6,1,0,0,support,low,1,0.9,0.1
2609,STEINBERG,0.63,0.99,3,247,3,0,0,0,sales,medium,2,0.9,0.1
13488,KARN,0.57,0.7,4,237,6,0,0,0,accounting,low,1,0.9,0.1
10067,DIEZ,0.81,0.77,5,167,4,0,0,0,product_mng,low,1,0.9,0.1
8607,STOFFEL,0.76,0.79,3,162,2,1,0,0,technical,medium,2,0.9,0.1
13405,BALSAMO,0.61,0.89,3,242,10,0,0,0,sales,high,3,0.9,0.1
10506,PARTEE,0.84,0.85,5,246,3,0,0,0,support,medium,2,0.9,0.1
13395,MAGYAR,0.84,0.75,4,135,3,0,0,1,RandD,medium,2,0.9,0.1
13723,SHUM,0.59,0.92,3,203,10,0,0,0,support,medium,2,0.9,0.1
2601,WISNIEWSKI,0.76,0.8,5,229,2,0,0,0,marketing,medium,2,0.9,0.1
2982,DOCKERY,0.64,0.71,3,181,2,0,0,0,technical,low,1,0.9,0.1
9988,ROANE,0.89,0.83,5,269,3,0,0,0,IT,low,1,0.9,0.1
5581,DECK,0.48,0.94,4,231,4,0,0,0,marketing,medium,2,0.9,0.1
2598,ARRIAGA,0.5,0.93,6,150,3,1,0,0,technical,medium,2,0.9,0.1
7830,CASTREJON,0.99,0.75,3,243,3,0,0,0,support,medium,2,0.9,0.1
2933,MELLO,0.56,0.88,3,174,3,0,0,0,hr,low,1,0.9,0.1
10003,TOUPS,0.16,0.7,6,246,4,0,0,0,support,medium,2,0.9,0.1
2929,JETT,0.32,0.81,2,249,3,0,0,0,accounting,low,1,0.9,0.1
13701,TARLTON,0.64,0.87,4,157,7,0,0,0,marketing,low,1,0.9,0.1
2652,VAN,0.86,0.98,5,233,3,0,0,0,technical,low,1,0.9,0.1
13485,LIKENS,0.48,0.84,4,186,7,0,0,1,management,medium,2,0.9,0.1
10479,HOLDREN,0.86,0.82,3,263,6,0,0,0,sales,high,3,0.9,0.1
2873,LOW,0.77,0.93,5,182,4,0,0,0,support,medium,2,0.9,0.1
5491,LEDOUX,0.78,0.9,4,104,4,0,0,0,RandD,low,1,0.9,0.1
13476,LIMAS,0.18,0.75,3,142,2,0,0,0,product_mng,low,1,0.9,0.1
